module,case,blocks,block_align,direct_run_len,region_reps,layout,pos,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,ipc,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki
cold_block_sequence,cold_b1000_d1_linear,1000,64,1,1,linear,1,30362333,28170342,3049385,967200,21474922,7553,14705513,390,7551,4967,568,350,0.9278,0.0004,0.0000,0.6578,0.6162,108.2481,34.3340,762.3238,0.2681,522.0211,0.0138,0.2680,0.1763,0.0202,0.0124
cold_block_sequence,cold_b1000_d1_bitrev,1000,64,1,1,in_page_shuffle,1,29485223,28170340,3049385,929213,18892524,10873,13215739,430,10872,5941,949,345,0.9554,0.0006,0.0000,0.5464,0.3635,108.2481,32.9855,670.6530,0.3860,469.1367,0.0153,0.3859,0.2109,0.0337,0.0122
cold_block_sequence,cold_b1000_d2_linear,1000,64,2,1,linear,1,16617053,22170342,2049385,480120,11206860,5709,8790033,211,5707,4842,303,141,1.3342,0.0005,0.0000,0.8484,0.4653,92.4381,21.6560,505.4888,0.2575,396.4771,0.0095,0.2574,0.2184,0.0137,0.0064
cold_block_sequence,cold_b1000_d2_bitrev,1000,64,2,1,in_page_shuffle,1,16315866,22170342,2049385,461156,10769652,6286,8421261,212,6284,4939,289,142,1.3588,0.0006,0.0000,0.7860,0.4913,92.4381,20.8006,485.7684,0.2835,379.8435,0.0096,0.2834,0.2228,0.0130,0.0064
cold_block_sequence,cold_b1000_d4_linear,1000,64,4,1,linear,1,9850703,19170382,1549393,241102,5447671,8604,4702998,233,8602,5222,376,198,1.9461,0.0016,0.0000,0.6071,0.5266,80.8222,12.5768,284.1712,0.4488,245.3263,0.0122,0.4487,0.2724,0.0196,0.0103
cold_block_sequence,cold_b1000_d4_bitrev,1000,64,4,1,in_page_shuffle,1,9736590,19170328,1549383,233109,5183684,6450,4444142,262,6448,4856,368,216,1.9689,0.0012,0.0001,0.7531,0.5870,80.8219,12.1599,270.4014,0.3365,231.8240,0.0137,0.3364,0.2533,0.0192,0.0113
cold_block_sequence,cold_b1000_d8_linear,1000,64,8,1,linear,1,6499598,17671726,1299790,123112,3077464,5267,2799088,207,5264,4516,307,133,2.7189,0.0017,0.0001,0.8579,0.4332,73.5520,6.9666,174.1462,0.2980,158.3936,0.0117,0.2979,0.2555,0.0174,0.0075
cold_block_sequence,cold_b1000_d8_bitrev,1000,64,8,1,in_page_shuffle,1,6477284,17670384,1299393,119110,2923834,5763,2650715,286,5609,4819,421,203,2.7281,0.0020,0.0001,0.8592,0.4822,73.5351,6.7407,165.4652,0.3261,150.0089,0.0162,0.3174,0.2727,0.0238,0.0115
cold_block_sequence,cold_b1000_d16_linear,1000,64,16,1,linear,1,4825946,16926391,1175394,66066,2089487,5772,1985106,254,5768,4678,389,225,3.5074,0.0028,0.0001,0.8110,0.5784,69.4415,3.9031,123.4455,0.3410,117.2788,0.0150,0.3408,0.2764,0.0230,0.0133
cold_block_sequence,cold_b1000_d16_bitrev,1000,64,16,1,in_page_shuffle,1,4887007,16926404,1175392,64089,2011328,5694,1910866,275,5440,4288,393,232,3.4636,0.0028,0.0001,0.7882,0.5903,69.4413,3.7863,118.8278,0.3364,112.8926,0.0162,0.3214,0.2533,0.0232,0.0137
cold_block_sequence,cold_b2000_d1_linear,2000,64,1,1,linear,1,62677606,56170342,6049385,1971898,44212884,113127,30271874,423,113125,6846,804,386,0.8962,0.0026,0.0000,0.0605,0.4801,107.6971,35.1057,787.1215,2.0140,538.9299,0.0075,2.0140,0.1219,0.0143,0.0069
cold_block_sequence,cold_b2000_d1_bitrev,2000,64,1,1,in_page_shuffle,1,62425432,56170403,6049396,1953304,40286410,107117,28171781,893,107126,7429,2220,739,0.8998,0.0027,0.0000,0.0693,0.3329,107.6972,34.7746,717.2177,1.9070,501.5414,0.0159,1.9072,0.1323,0.0395,0.0132
cold_block_sequence,cold_b2000_d2_linear,2000,64,2,1,linear,1,34400270,44170342,4049385,981168,23125576,97634,18082038,272,97632,6984,405,233,1.2840,0.0042,0.0000,0.0715,0.5753,91.6766,22.2133,523.5544,2.2104,409.3706,0.0062,2.2104,0.1581,0.0092,0.0053
cold_block_sequence,cold_b2000_d2_bitrev,2000,64,2,1,in_page_shuffle,1,34346421,44170345,4049385,975079,22789742,90127,17783895,410,90125,6474,592,371,1.2860,0.0040,0.0000,0.0718,0.6267,91.6766,22.0754,515.9512,2.0404,402.6207,0.0093,2.0404,0.1466,0.0134,0.0084
cold_block_sequence,cold_b2000_d4_linear,2000,64,4,1,linear,1,20364370,38170403,3049396,491115,11146620,88966,9614890,270,88964,5418,450,217,1.8744,0.0080,0.0000,0.0609,0.4822,79.8890,12.8664,292.0226,2.3308,251.8939,0.0071,2.3307,0.1419,0.0118,0.0057
cold_block_sequence,cold_b2000_d4_bitrev,2000,64,4,1,in_page_shuffle,1,20640236,38171545,3049761,489149,10937631,84050,9394706,350,84047,5663,590,310,1.8494,0.0077,0.0000,0.0674,0.5254,79.8962,12.8145,286.5389,2.2019,246.1180,0.0092,2.2018,0.1484,0.0155,0.0081
cold_block_sequence,cold_b2000_d8_linear,2000,64,8,1,linear,1,13425385,35170345,2549385,248149,6169993,87191,5641798,239,87189,5725,405,161,2.6197,0.0141,0.0000,0.0657,0.3975,72.4868,7.0556,175.4317,2.4791,160.4135,0.0068,2.4790,0.1628,0.0115,0.0046
cold_block_sequence,cold_b2000_d8_bitrev,2000,64,8,1,in_page_shuffle,1,13700320,35170404,2549396,247110,6111621,77327,5579961,293,77322,6289,432,255,2.5671,0.0127,0.0001,0.0813,0.5903,72.4870,7.0261,173.7717,2.1986,158.6550,0.0083,2.1985,0.1788,0.0123,0.0073
cold_block_sequence,cold_b2000_d16_linear,2000,64,16,1,linear,1,9938740,33670330,2299383,128085,4088772,85344,3936199,304,85341,5638,457,241,3.3878,0.0209,0.0001,0.0661,0.5274,68.2911,3.8041,121.4355,2.5347,116.9041,0.0090,2.5346,0.1674,0.0136,0.0072
cold_block_sequence,cold_b2000_d16_bitrev,2000,64,16,1,in_page_shuffle,1,10092351,33670331,2299383,128085,4070997,80626,3913502,581,80622,6050,784,518,3.3362,0.0198,0.0001,0.0750,0.6607,68.2911,3.8041,120.9075,2.3946,116.2300,0.0173,2.3945,0.1797,0.0233,0.0154
cold_block_sequence,cold_b3000_d1_linear,3000,64,1,1,linear,1,123503102,84172803,9049820,2983679,89729152,3017913,62896471,696,3017907,8189,1061,654,0.6815,0.0336,0.0000,0.0027,0.6164,107.5148,35.4471,1066.0112,35.8538,747.2303,0.0083,35.8537,0.0973,0.0126,0.0078
cold_block_sequence,cold_b3000_d1_bitrev,3000,64,1,1,in_page_shuffle,1,122728951,84170334,9049379,2966221,88438575,3015340,61990981,1159,3015330,9010,3380,1118,0.6858,0.0341,0.0000,0.0030,0.3308,107.5127,35.2407,1050.7096,35.8243,736.4944,0.0138,35.8241,0.1070,0.0402,0.0133
cold_block_sequence,cold_b3000_d2_linear,3000,64,2,1,linear,1,70173715,66170340,6049385,1478618,48843843,3017371,37055363,739,3017294,35279,1564,701,0.9430,0.0618,0.0000,0.0117,0.4482,91.4214,22.3456,738.1531,45.6001,559.9996,0.0112,45.5989,0.5332,0.0236,0.0106
cold_block_sequence,cold_b3000_d2_bitrev,3000,64,2,1,in_page_shuffle,1,68151427,66169975,6049334,1449274,45480072,3016731,34815051,702,3016667,8741,1949,656,0.9709,0.0663,0.0000,0.0029,0.3366,91.4211,21.9023,687.3219,45.5906,526.1457,0.0106,45.5897,0.1321,0.0295,0.0099
cold_block_sequence,cold_b3000_d4_linear,3000,64,4,1,linear,1,39040286,57170401,4549396,742106,23061796,3014976,19370873,766,3014920,10809,1465,739,1.4644,0.1307,0.0000,0.0036,0.5044,79.5761,12.9806,403.3870,52.7367,338.8270,0.0134,52.7357,0.1891,0.0256,0.0129
cold_block_sequence,cold_b3000_d4_bitrev,3000,64,4,1,in_page_shuffle,1,40095475,57170399,4549396,729141,22227772,3018929,18787179,998,3018922,7989,1749,955,1.4259,0.1358,0.0001,0.0026,0.5460,79.5761,12.7538,388.7986,52.8058,328.6172,0.0175,52.8057,0.1397,0.0306,0.0167
cold_block_sequence,cold_b3000_d8_linear,3000,64,8,1,linear,1,25235350,52670377,3799395,373124,11707962,3014500,10559329,467,3014339,28293,897,404,2.0872,0.2575,0.0000,0.0094,0.4504,72.1353,7.0841,222.2874,57.2333,200.4795,0.0089,57.2303,0.5372,0.0170,0.0077
cold_block_sequence,cold_b3000_d8_bitrev,3000,64,8,1,in_page_shuffle,1,24907674,52670402,3799395,367129,11612196,3017521,10489377,238,3017442,7752,334,174,2.1146,0.2599,0.0000,0.0026,0.5210,72.1353,6.9703,220.4691,57.2906,199.1513,0.0045,57.2891,0.1472,0.0063,0.0033
cold_block_sequence,cold_b3000_d16_linear,3000,64,16,1,linear,1,16915112,50426343,3425385,191114,7797033,3020007,7392917,509,3019989,8396,983,406,2.9811,0.3873,0.0001,0.0028,0.4130,67.9285,3.7900,154.6222,59.8895,146.6082,0.0101,59.8891,0.1665,0.0195,0.0081
cold_block_sequence,cold_b3000_d16_bitrev,3000,64,16,1,in_page_shuffle,1,17839555,50426340,3425385,188078,7256161,3020154,6859609,346,3020148,8651,523,287,2.8267,0.4162,0.0001,0.0029,0.5488,67.9285,3.7298,143.8962,59.8924,136.0323,0.0069,59.8923,0.1716,0.0104,0.0057
cold_block_sequence,cold_b4000_d1_linear,4000,64,1,1,linear,1,167776456,112174761,12050173,3993055,120100130,4019293,84130700,1155,4019284,12186,1575,985,0.6686,0.0335,0.0000,0.0030,0.6254,107.4232,35.5967,1070.6520,35.8306,749.9967,0.0103,35.8306,0.1086,0.0140,0.0088
cold_block_sequence,cold_b4000_d1_bitrev,4000,64,1,1,in_page_shuffle,1,170455143,112170336,12049380,3999578,119788505,4020834,83822154,2018,4020822,19664,5685,1926,0.6581,0.0336,0.0000,0.0049,0.3388,107.4204,35.6563,1067.9161,35.8458,747.2756,0.0180,35.8457,0.1753,0.0507,0.0172
cold_block_sequence,cold_b4000_d2_linear,4000,64,2,1,linear,1,93460325,88170342,8049385,1976565,65253625,4019505,49479949,1489,4019317,11152,3029,1407,0.9434,0.0616,0.0000,0.0028,0.4645,91.2936,22.4176,740.0859,45.5879,561.1859,0.0169,45.5858,0.1265,0.0344,0.0160
cold_block_sequence,cold_b4000_d2_bitrev,4000,64,2,1,in_page_shuffle,1,92273447,88170340,8049385,1962532,61736799,4018944,47226455,1419,4018904,10544,2254,990,0.9555,0.0651,0.0000,0.0026,0.4392,91.2936,22.2584,700.1992,45.5816,535.6275,0.0161,45.5811,0.1196,0.0256,0.0112
cold_block_sequence,cold_b4000_d4_linear,4000,64,4,1,linear,1,52211894,76170342,6049385,992135,30850109,4020417,25854007,1225,4020408,10375,2412,1111,1.4589,0.1303,0.0000,0.0026,0.4606,79.4192,13.0252,405.0147,52.7819,339.4235,0.0161,52.7818,0.1362,0.0317,0.0146
