suite,case,order_tag,modules,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,l1d_cache:u,l1d_cache_refill:u,l1d_tlb:u,l1d_tlb_refill:u,l2d_cache:u,l2d_cache_refill:u,l2d_tlb:u,l2d_tlb_refill:u,ll_cache:u,ll_cache_miss:u,ipc, ,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,l1d_miss_rate,l1d_tlb_miss_rate,l2d_miss_rate,l2d_tlb_miss_rate,ll_miss_rate,  ,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki,l1d_cache_mpki,l1d_cache_refill_mpki,l1d_tlb_mpki,l1d_tlb_refill_mpki,l2d_cache_mpki,l2d_cache_refill_mpki,l2d_tlb_mpki,l2d_tlb_refill_mpki,ll_cache_mpki,ll_cache_miss_mpki
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn2,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn2,12947027,13195264,1381038,293,1713117,597,1713117,51,598,546,92,42,2692138,190,2692892,59,1517,957,84,11,383,97,1.0192,,0.0003,0.0000,0.9130,0.4565,0.0001,0.0000,0.6309,0.1310,0.2533,,104.6616,0.0222,129.8282,0.0452,129.8282,0.0039,0.0453,0.0414,0.0070,0.0032,204.0230,0.0144,204.0802,0.0045,0.1150,0.0725,0.0064,0.0008,0.0290,0.0074
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn4,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn4,12938882,13195264,1381038,283,1713070,618,1713070,52,617,561,95,44,2692260,190,2693133,62,1714,960,91,34,407,91,1.0198,,0.0004,0.0000,0.9092,0.4632,0.0001,0.0000,0.5601,0.3736,0.2236,,104.6616,0.0214,129.8246,0.0468,129.8246,0.0039,0.0468,0.0425,0.0072,0.0033,204.0323,0.0144,204.0985,0.0047,0.1299,0.0728,0.0069,0.0026,0.0308,0.0069
merge_module_library,hot_b64_bp2_r1000_hot_8k_rand_n1024_p2_np512_l1,single,hot_b64_bp2_r1000_hot_8k_rand_n1024_p2_np512_l1,5254636,11275264,1381038,302,1473178,635,1473178,54,633,581,87,23,772272,225,773144,59,1434,931,78,10,363,51,2.1458,,0.0004,0.0000,0.9179,0.2644,0.0003,0.0001,0.6492,0.1282,0.1405,,122.4839,0.0268,130.6557,0.0563,130.6557,0.0048,0.0561,0.0515,0.0077,0.0020,68.4926,0.0200,68.5699,0.0052,0.1272,0.0826,0.0069,0.0009,0.0322,0.0045
merge_module_library,hot_b64_bp2_r1000_hot_8k_rand_n1024_p2_np512_l4,single,hot_b64_bp2_r1000_hot_8k_rand_n1024_p2_np512_l4,12937977,13195264,1381038,314,1713188,647,1713188,52,646,577,91,15,2692281,245,2693208,68,1673,1053,85,19,428,97,1.0199,,0.0004,0.0000,0.8932,0.1648,0.0001,0.0000,0.6294,0.2235,0.2266,,104.6616,0.0238,129.8336,0.0490,129.8336,0.0039,0.0490,0.0437,0.0069,0.0011,204.0339,0.0186,204.1041,0.0052,0.1268,0.0798,0.0064,0.0014,0.0324,0.0074
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn1,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn1,5675639,11275273,1381039,280,1483346,642,1483346,52,641,567,89,19,772269,19991,777174,1390,239865,10900,1412,65,10268,998,1.9866,,0.0004,0.0000,0.8846,0.2135,0.0259,0.0018,0.0454,0.0460,0.0972,,122.4839,0.0248,131.5574,0.0569,131.5574,0.0046,0.0569,0.0503,0.0079,0.0017,68.4923,1.7730,68.9273,0.1233,21.2735,0.9667,0.1252,0.0058,0.9107,0.0885
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn4,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn4,7295406,11275273,1381039,266,1483270,583,1483270,52,582,548,99,18,772334,41242,796230,6714,1785221,4051,6736,9,3463,62,1.5455,,0.0004,0.0000,0.9416,0.1818,0.0534,0.0084,0.0023,0.0013,0.0179,,122.4839,0.0236,131.5507,0.0517,131.5507,0.0046,0.0516,0.0486,0.0088,0.0016,68.4980,3.6577,70.6174,0.5955,158.3306,0.3593,0.5974,0.0008,0.3071,0.0055
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn16,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l1_sn16,8447737,11275273,1381039,277,1483297,626,1483297,53,625,571,95,18,772336,99989,850111,22676,2165424,3028,22725,8,2445,65,1.3347,,0.0004,0.0000,0.9136,0.1895,0.1295,0.0267,0.0014,0.0004,0.0266,,122.4839,0.0246,131.5531,0.0555,131.5531,0.0047,0.0554,0.0506,0.0084,0.0016,68.4982,8.8680,75.3960,2.0111,192.0507,0.2686,2.0155,0.0007,0.2168,0.0058
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn1,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn1,14762658,13195273,1381039,290,1723711,630,1723711,55,630,584,105,17,2692251,79922,2708519,5387,1031786,10321,5414,18,9678,303,0.8938,,0.0004,0.0000,0.9270,0.1619,0.0297,0.0020,0.0100,0.0033,0.0313,,104.6616,0.0220,130.6309,0.0477,130.6309,0.0042,0.0477,0.0443,0.0080,0.0013,204.0315,6.0569,205.2643,0.4083,78.1936,0.7822,0.4103,0.0014,0.7334,0.0230
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn4,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn4,20181162,13195273,1381039,284,1724539,620,1724539,53,618,575,89,17,2692407,157650,2752153,26613,7236584,4947,26635,14,4331,62,0.6538,,0.0004,0.0000,0.9304,0.1910,0.0586,0.0097,0.0007,0.0005,0.0143,,104.6616,0.0215,130.6937,0.0470,130.6937,0.0040,0.0468,0.0436,0.0067,0.0013,204.0433,11.9475,208.5711,2.0169,548.4225,0.3749,2.0185,0.0011,0.3282,0.0047
merge_module_library,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn16,single,hot_b64_bp2_r1000_cold_128k_nstr_n16384_p32_np512_l4_sn16,25120513,13195273,1381039,317,1725034,681,1725034,51,682,601,100,43,2692359,302324,2864945,89922,8750599,3130,89961,11,2527,98,0.5253,,0.0004,0.0000,0.8812,0.4300,0.1123,0.0314,0.0004,0.0001,0.0388,,104.6616,0.0240,130.7312,0.0516,130.7312,0.0039,0.0517,0.0455,0.0076,0.0033,204.0397,22.9115,217.1190,6.8147,663.1616,0.2372,6.8177,0.0008,0.1915,0.0074
